create_the_business_first~|~Create the business first — step 1.~|~ముందుగా వ్యాపారాన్ని సృష్టించండి — దశ 1.
create_your_account~|~Create Your Account~|~మీ ఖాతాను సృష్టించండి
created_note~|~Created {when}~|~{when}న సృష్టించబడింది
current_agent~|~Current Agent~|~ప్రస్తుత ఏజెంట్
current_bf_cash_balance~|~Current BF Cash Balance~|~ప్రస్తుత BF నగదు నిల్వ
current_bf_cash_balance_note~|~Current BF Cash Balance: {amount}~|~ప్రస్తుత BF నగదు నిల్వ: {amount}
current_operating_areas~|~Current Operating Areas~|~ప్రస్తుత పని ప్రాంతాలు
current_route~|~Current Route~|~ప్రస్తుత మార్గం
current_status~|~Current Status~|~ప్రస్తుత స్థితి
custom_owner_defined~|~Custom (Owner Defined)~|~కస్టమ్ (యజమాని నిర్ణయించారు)
customer~|~Customer~|~కస్టమర్
customer_active~|~Customer Active~|~కస్టమర్ యాక్టివ్‌గా ఉన్నారు
customer_audit_tab_note~|~Who Changed, What Changed, Old Value, New Value — per BR-158. No entries yet.~|~ఎవరు మార్చారు, ఏమి మార్చారు, పాత విలువ, కొత్త విలువ — BR-158 ప్రకారం. ఇంకా ఎంట్రీలు లేవు.
customer_dashboard~|~Customer Dashboard~|~కస్టమర్ డాష్‌బోర్డ్
customer_exists~|~Customer Exists~|~కస్టమర్ ఉన్నారు
customer_history_tab_note~|~Chronological record: Customer Created, Loans Created, Loan Closures, Collections, Transfers, Address Changes, Agent Changes.\nNo entries yet.~|~కాలక్రమానుసార రికార్డు: కస్టమర్ సృష్టించబడింది, రుణాలు సృష్టించబడ్డాయి, రుణ ముగింపులు, వసూళ్లు, బదిలీలు, చిరునామా మార్పులు, ఏజెంట్ మార్పులు.\nఇంకా ఎంట్రీలు లేవు.
customer_label_note~|~Customer: {name}~|~కస్టమర్: {name}
customer_list~|~Customer List~|~కస్టమర్ జాబితా
customer_loan_requests_disabled_note~|~This Business does not currently accept Customer-initiated loan requests.~|~ఈ వ్యాపారం ప్రస్తుతం కస్టమర్ ప్రారంభించిన రుణ అభ్యర్థనలను స్వీకరించడం లేదు.
customer_management~|~Customers~|~కస్టమర్లు
customer_not_available~|~Customer Not Available~|~కస్టమర్ అందుబాటులో లేరు
customer_not_home~|~Customer Not Home~|~కస్టమర్ ఇంట్లో లేరు
customer_note~|~Customer: {name}~|~కస్టమర్: {name}
customer_out_of_village~|~Customer Out Of Village~|~కస్టమర్ ఊరిలో లేరు
customer_pending_settlement~|~Customer Pending Settlement~|~కస్టమర్ పెండింగ్ సెటిల్‌మెంట్
customer_refused~|~Customer Refused~|~కస్టమర్ తిరస్కరించారు
customer_required_field~|~Customer *~|~కస్టమర్ *
customer_since~|~Customer Since~|~కస్టమర్ అయిన తేదీ
customers~|~Customers~|~కస్టమర్లు
customers_and_investors~|~Customers and Investors~|~కస్టమర్లు మరియు పెట్టుబడిదారులు
customers_assigned~|~Customers Assigned~|~కేటాయించిన కస్టమర్లు
customers_count_note~|~{count} Customers~|~{count} కస్టమర్లు
customers_due~|~Customers Due~|~బకాయి కస్టమర్లు
customers_in_village~|~{count} customers~|~{count} కస్టమర్లు
customers_investors_free_note~|~Customers and Investors view their records free. Requesting a loan, or requesting to invest or withdraw, is ₹99 a year for that role — and one discounted Combo covers a person who is both.~|~కస్టమర్లు మరియు పెట్టుబడిదారులు వారి రికార్డులను ఉచితంగా చూస్తారు. రుణం అభ్యర్థించడం, లేదా పెట్టుబడి/ఉపసంహరణ అభ్యర్థించడం ఆ పాత్రకు సంవత్సరానికి ₹99 — మరియు ఒక రాయితీ కాంబో రెండూ ఉన్న వ్యక్తిని కవర్ చేస్తుంది.
customers_left_to_visit~|~{count} customer(s) left to visit.~|~{count} కస్టమర్(లు) సందర్శించాల్సి ఉంది.
customers_remaining~|~Customers Remaining~|~మిగిలిన కస్టమర్లు
customers_visited~|~Customers Visited~|~సందర్శించిన కస్టమర్లు
cycle_account_note~|~{cycle} Account~|~{cycle} ఖాతా
cycle_configured_note~|~Cycle: {duration} {unit}, submits {time}~|~చక్రం: {duration} {unit}, సమర్పణ {time}
daily~|~Daily~|~ప్రతిరోజూ
daily_allowance~|~Daily Allowance~|~రోజువారీ భత్యం
daily_allowance_note~|~Paid same-day in cash. Does NOT reduce payable salary — tracked for your visibility only (CALC BR-068, supersedes BR-046).~|~అదే రోజు నగదులో చెల్లించబడుతుంది. చెల్లించవలసిన జీతాన్ని తగ్గించదు — మీ కనిపించే విధానం కోసం మాత్రమే ట్రాక్ చేయబడుతుంది.
daily_allowance_optional~|~Daily Allowance (optional)~|~రోజువారీ భత్యం (ఐచ్ఛికం)
daily_allowance_tracking_note~|~Tracking/visibility only — no linkage to Payable Salary or any figure elsewhere on this screen.~|~ట్రాకింగ్/కనిపించడం మాత్రమే — చెల్లించవలసిన జీతంతో లేదా ఈ స్క్రీన్‌లోని ఏ సంఖ్యతోనూ లింక్ లేదు.
daily_record_book~|~Daily Record Book~|~రోజువారీ రికార్డు పుస్తకం
dashboard~|~Dashboard~|~డాష్‌బోర్డ్
date~|~Date~|~తేదీ
date_range~|~Date Range~|~తేదీ పరిధి
day_closing~|~Closing~|~ముగింపు
day_closure~|~Day Closure~|~దిన ముగింపు
day_closure_cannot_start~|~Day Closure Cannot Start~|~దిన ముగింపు ప్రారంభం కాదు
day_closure_details~|~Day Closure Details~|~దిన ముగింపు వివరాలు
day_net~|~Day Net~|~రోజు నికర
day_reopened~|~Day Reopened~|~దినం తిరిగి తెరవబడింది
days~|~Days~|~రోజులు
days_count~|~{count} Days~|~{count} రోజులు
days_left_note~|~{days} days left~|~{days} రోజులు మిగిలి ఉన్నాయి
december~|~December~|~డిసెంబర్
decision~|~Decision~|~నిర్ణయం
declare~|~Declare~|~ప్రకటించండి
declare_opening_bf~|~Declare Opening BF~|~ప్రారంభ BF ప్రకటించండి
declare_opening_bf_note~|~Count the cash box today and enter that figure. Everything before today is out of scope — the count already reflects it.\n\nThis locks when you finish migration and cannot be changed afterwards.~|~ఈ రోజు నగదు పెట్టెను లెక్కించి ఆ సంఖ్యను నమోదు చేయండి. ఈ రోజుకు ముందు ఉన్నదంతా పరిధిలో లేదు — లెక్క ఇప్పటికే దాన్ని ప్రతిబింబిస్తుంది.\n\nమీరు మైగ్రేషన్ ముగించినప్పుడు ఇది లాక్ అవుతుంది మరియు తర్వాత మార్చలేరు.
declare_profit_share~|~Declare Profit Share~|~లాభ వాటా ప్రకటించండి
declared_note~|~Declared: {amount}~|~ప్రకటించినది: {amount}
decline~|~Decline~|~తిరస్కరించండి
defaulted~|~Defaulted~|~డిఫాల్ట్ అయింది
delete~|~Delete~|~తొలగించండి
delete_balance_positive~|~Delete (balance > ₹0)~|~తొలగించండి (నిల్వ > ₹0)
delete_forever~|~Delete Forever~|~శాశ్వతంగా తొలగించండి
delete_forever_count_note~|~Delete {count} records forever? This cannot be undone.~|~{count} రికార్డులను శాశ్వతంగా తొలగించాలా? దీన్ని రద్దు చేయలేరు.
delete_forever_loan_note~|~A loan takes its collections, schedule and penalties with it.~|~రుణంతో పాటు దాని వసూళ్లు, షెడ్యూల్ మరియు జరిమానాలు కూడా తొలగించబడతాయి.
delete_group~|~Delete Group~|~గ్రూప్ తొలగించండి
delete_group_note~|~Member loans revert to ungrouped individual loans. This does not affect their own history.~|~సభ్య రుణాలు గ్రూప్ లేని వ్యక్తిగత రుణాలుగా తిరిగి మారతాయి. ఇది వారి స్వంత చరిత్రపై ప్రభావం చూపదు.
delete_investment~|~Delete Investment~|~పెట్టుబడి తొలగించండి
delete_investment_confirm_note~|~{amount} at {roi}, effective {date}.\n\nThis removes the record entirely. It is refused if any interest payment or withdrawal has been made against it — correct those with Edit instead.~|~{amount}, {roi} వద్ద, {date} నుండి అమలులో.\n\nఇది రికార్డును పూర్తిగా తొలగిస్తుంది. దీనిపై ఏదైనా వడ్డీ చెల్లింపు లేదా ఉపసంహరణ జరిగి ఉంటే ఇది తిరస్కరించబడుతుంది — వాటిని సరిచేయడానికి బదులుగా మార్చు ఉపయోగించండి.
delete_investment_confirm_title~|~Delete Investment?~|~పెట్టుబడిని తొలగించాలా?
deposit_from~|~Deposit From~|~జమ చేసినవారు
deposits~|~Deposits~|~జమలు
deposits_investor~|~Deposits (Investor)~|~జమలు (పెట్టుబడిదారు)
description~|~Description~|~
details~|~Details~|~వివరాలు
did_you_mean_note~|~Did you mean one of these?~|~మీరు వీటిలో ఒకదాన్ని ఉద్దేశించారా?
difference~|~Difference~|~తేడా
difference_details~|~Difference Details~|~తేడా వివరాలు
difference_found~|~Difference Found~|~తేడా కనుగొనబడింది
difference_no_longer_zero_note~|~Difference is no longer zero — recheck required.~|~తేడా ఇక సున్నా కాదు — మళ్లీ తనిఖీ అవసరం.
disable~|~Disable~|~నిలిపివేయండి
disabled~|~Disabled~|~నిలిపివేయబడింది
discard~|~Discard~|~విస్మరించండి
discard_draft~|~Discard Draft~|~ముసాయిదా విస్మరించండి
discard_draft_note~|~This draft will be permanently removed. This cannot be undone.~|~ఈ ముసాయిదా శాశ్వతంగా తీసివేయబడుతుంది. దీన్ని రద్దు చేయలేరు.
distribute_profit_share~|~Distribute Profit Share~|~లాభ వాటా పంపిణీ చేయండి
distribute_profit_share_note~|~Enter the actual amount being distributed. Nothing is calculated from the Profit Share % — that figure is your own reference (BR-232).~|~పంపిణీ చేస్తున్న అసలు మొత్తాన్ని నమోదు చేయండి. లాభ వాటా % నుండి ఏమీ లెక్కించబడదు — ఆ సంఖ్య మీ సొంత సూచన మాత్రమే.
distribution_history~|~Distribution History~|~పంపిణీ చరిత్ర
distributions~|~Distributions~|~పంపిణీలు
district_field~|~District *~|~జిల్లా *
dividend_helper~|~Reduces the cash you hand over, and counts as profit.~|~మీరు అప్పగించే నగదును తగ్గిస్తుంది, మరియు లాభంగా లెక్కించబడుతుంది.
dividend_this_period_field~|~Dividend this period~|~ఈ కాలపు డివిడెండ్
dob_not_set~|~Date of Birth — not set~|~పుట్టిన తేదీ — సెట్ చేయలేదు
dob_value_note~|~Date of Birth — {date}~|~పుట్టిన తేదీ — {date}
document_type~|~Document Type~|~పత్రం రకం
document_url_field~|~Document URL~|~పత్రం URL
documents~|~Documents~|~పత్రాలు
done~|~Done~|~పూర్తయింది
door_house_no~|~Door / House No~|~ఇంటి నంబర్
door_house_no_field~|~Door / House No *~|~ఇంటి నంబర్ *
door_no_field~|~Door No~|~ఇంటి నంబర్
door_no_street_field~|~Door No / Street~|~ఇంటి నంబరు / వీధి
download_corrected_file~|~Download Corrected File~|~సరిచేసిన ఫైల్ డౌన్‌లోడ్ చేయండి
download_statement~|~Download Statement~|~స్టేట్‌మెంట్ డౌన్‌లోడ్ చేయండి
draft~|~Draft~|~ముసాయిదా
draft_submitted_note~|~Draft submitted.~|~ముసాయిదా సమర్పించబడింది.
draft_transactions~|~Draft Transactions~|~డ్రాఫ్ట్ లావాదేవీలు
due_note~|~Due {amount}~|~{amount} బకాయి
due_today~|~Due Today~|~ఈరోజు చెల్లించాలి
duplicate_in_file~|~repeats another row in this file~|~ఈ ఫైల్‌లో మరో వరుసను పునరావృతం చేస్తుంది
duplicate_person_note~|~Somebody with this name and father's or husband's name is already registered. Choose them below, or add a mobile number if this is a different person.~|~ఈ పేరు మరియు తండ్రి లేదా భర్త పేరుతో ఇప్పటికే ఒకరు నమోదై ఉన్నారు. కింద వారిని ఎంచుకోండి, లేదా ఇది వేరే వ్యక్తి అయితే మొబైల్ నంబర్ జోడించండి.
duration~|~Duration~|~వ్యవధి
duration_installments_field~|~Duration (installments) *~|~వ్యవధి (వాయిదాలు) *
duration_installments_note~|~{count} installments~|~{count} వాయిదాలు
duration_note~|~{count} installments~|~{count} వాయిదాలు
earlier~|~Earlier~|~ఇంతకుముందు
earned_not_held_note~|~Interest {interest} and processing fee {fees} are already earned at disbursement — not part of the cash you hold.~|~వడ్డీ {interest} మరియు ప్రాసెసింగ్ ఫీజు {fees} రుణం ఇచ్చినప్పుడే ఆర్జించబడ్డాయి — మీ వద్ద ఉన్న నగదులో భాగం కాదు.
edit~|~Edit~|~మార్చండి
edit_address~|~Edit Address~|~చిరునామా మార్చండి
edit_address_select_village~|~Edit Address — Select Village~|~చిరునామా మార్చండి — గ్రామం ఎంచుకోండి
edit_allowed_fields~|~Edit Allowed Fields~|~అనుమతించిన ఫీల్డ్‌లు మార్చండి
edit_allowed_fields_note~|~Owner may edit: Collection Agent, Remarks, Future Effective Information only. Loan Amount, Amount Given, Interest, Processing Fee, Historical Collections, and Business Date are permanently locked (BR-016/169).~|~యజమాని మార్చగలిగేవి: వసూలు ఏజెంట్, వ్యాఖ్యలు, భవిష్యత్ ప్రభావ సమాచారం మాత్రమే. రుణ మొత్తం, ఇచ్చిన మొత్తం, వడ్డీ, ప్రాసెసింగ్ ఫీజు, గత వసూళ్లు, మరియు వ్యాపార తేదీ శాశ్వతంగా లాక్ చేయబడ్డాయి.
edit_cycle~|~Edit Cycle~|~చక్రం మార్చండి
edit_investment~|~Edit Investment~|~పెట్టుబడి మార్చండి
edit_phone~|~Edit Phone~|~ఫోన్ మార్చండి
effective_date~|~Effective Date~|~అమలు తేదీ
effective_date_ymd_field~|~Effective Date (YYYY-MM-DD)~|~అమలు తేదీ (YYYY-MM-DD)
effective_note~|~Effective {date}~|~{date} నుండి అమలులో
eligibility_check~|~Eligibility Check~|~అర్హత తనిఖీ
emi~|~EMI~|~ఈఎంఐ
enable_biometric_q~|~Enable biometric login?~|~బయోమెట్రిక్ లాగిన్ ప్రారంభించాలా?
enter_a_valid_amount~|~Enter a Valid Amount~|~సరైన మొత్తం నమోదు చేయండి
enter_amount_owed~|~Enter the amount owed, or 0 if nothing is.~|~బాకీ ఉన్న మొత్తాన్ని నమోదు చేయండి, ఏమీ లేకపోతే 0 అని నమోదు చేయండి.
enter_collection~|~Enter Collection~|~వసూలు నమోదు చేయండి
enter_mlid~|~Enter MLID~|~MLID నమోదు చేయండి
enter_one_by_one~|~Enter One by One~|~ఒక్కొక్కరిగా నమోదు చేయండి
enter_otp_title~|~Enter the OTP sent to verify your number~|~మీ నంబర్‌ను ధృవీకరించడానికి పంపిన OTP నమోదు చేయండి
enter_physical_count_note~|~Enter the physical count — actual on-hand — for each payment method.~|~ప్రతి చెల్లింపు పద్ధతికి భౌతిక లెక్క — వాస్తవంగా చేతిలో ఉన్నది — నమోదు చేయండి.
enter_pin~|~Enter PIN~|~పిన్ నమోదు చేయండి
enter_village_name_to_search~|~Enter at least 3 letters of the village name.~|~గ్రామం పేరులోని కనీసం 3 అక్షరాలు నమోదు చేయండి.
enter_whole_rupee_amount~|~Enter a whole rupee amount above zero~|~సున్నా కంటే ఎక్కువ మొత్తం రూపాయలలో నమోదు చేయండి
entered_in_this_sitting~|~Entered.~|~నమోదైంది.
entries_count~|~{count} entries~|~{count} నమోదులు
entry_stage_agents~|~Agents~|~ఏజెంట్లు
entry_stage_customers~|~Customers & Loans~|~కస్టమర్లు & రుణాలు
entry_stage_investors~|~Investors~|~పెట్టుబడిదారులు
est_collection~|~Est. Collection~|~అంచనా వసూలు
every_agent_already_on_this_round_note~|~Every agent in this business is already on this round.~|~ఈ వ్యాపారంలోని ప్రతి ఏజెంట్ ఇప్పటికే ఈ రౌండ్‌లో ఉన్నారు.
every_rupee_counts~|~Every rupee counts~|~ప్రతి రూపాయి ముఖ్యం
excess~|~Excess~|~అధికం
excess_disposition_field~|~Excess Disposition *~|~అధిక మొత్తం వినియోగం *
excess_ledger_unresolved~|~Excess Ledger-Unresolved~|~అధికం లెడ్జర్-పరిష్కరించని
existing customer~|~Existing Customer~|~ఇప్పటికే ఉన్న కస్టమర్
existing_customer~|~Existing Customer~|~ఇప్పటికే ఉన్న కస్టమర్
existing_customers~|~Existing Customers~|~ఇప్పటికే ఉన్న కస్టమర్లు
existing_customers_only~|~Existing Customers Only~|~ఇప్పటికే ఉన్న ఖాతాదారులకు మాత్రమే
existing_customers_only_off_note~|~Anyone found by search may be given a loan. New borrowers are added to this book as the loan is issued.~|~శోధనలో దొరికిన ఎవరికైనా రుణం ఇవ్వవచ్చు. కొత్త వారిని రుణం ఇచ్చేటప్పుడే ఈ పుస్తకంలో చేరుస్తారు.
existing_customers_only_on_note~|~A loan may only be issued to somebody already on this book.~|~ఈ పుస్తకంలో ఇప్పటికే ఉన్న వ్యక్తికి మాత్రమే రుణం ఇవ్వగలరు.
existing_mlid_note~|~Existing MLID: {mlid}~|~ఇప్పటికే ఉన్న MLID: {mlid}
exit~|~Exit~|~నిష్క్రమించండి
exit app~|~Exit App~|~యాప్‌ను మూసివేయండి
expected_actual_note~|~Expected {expected} · Actual {actual}~|~ఆశించినది {expected} · వాస్తవం {actual}
expected_bank~|~Expected Bank~|~ఆశించిన బ్యాంక్
expected_cash~|~Expected Cash~|~ఆశించిన నగదు
expected_cheque~|~Expected Cheque~|~ఆశించిన చెక్
expected_closing_balance~|~Expected Closing Balance~|~ఆశించిన ముగింపు నిల్వ
expected_upi~|~Expected UPI~|~ఆశించిన UPI
expense~|~Expense~|~ఖర్చు
expense_paid~|~Expense Paid~|~చెల్లించిన ఖర్చు
expenses~|~Expenses~|~ఖర్చులు
export_to_excel~|~Export to Excel~|~ఎక్సెల్‌కు ఎగుమతి చేయండి
export_to_excel_note~|~Creates a spreadsheet of your customers, loans, collections, expenses, investments and daily ledger. Deleted records are not included.~|~మీ కస్టమర్లు, రుణాలు, వసూళ్లు, ఖర్చులు, పెట్టుబడులు మరియు రోజువారీ లెడ్జర్ యొక్క స్ప్రెడ్‌షీట్ సృష్టిస్తుంది. తొలగించిన రికార్డులు చేర్చబడవు.
extend_by~|~Extend By~|~పొడిగించండి
extension_approved~|~Extension approved.~|~పొడిగింపు ఆమోదించబడింది.
extension_note~|~Customer is requesting more time on this loan. Approving updates Grace Status and writes an audit entry; rejecting makes no change and is not audited.~|~కస్టమర్ ఈ రుణంపై మరింత సమయం అభ్యర్థిస్తున్నారు. ఆమోదించడం గ్రేస్ స్థితిని అప్‌డేట్ చేసి ఆడిట్ ఎంట్రీ రాస్తుంది; తిరస్కరించడం ఎలాంటి మార్పు చేయదు మరియు ఆడిట్ కాదు.
extension_rejected~|~Extension rejected.~|~పొడిగింపు తిరస్కరించబడింది.
extension_requested~|~Extension Requested~|~పొడిగింపు అభ్యర్థించారు
extension_resolves_to_note~|~{days} days — until {date}.~|~{days} రోజులు — {date} వరకు.
face_value~|~Face Value~|~ముఖ విలువ
face_value_field~|~Face Value *~|~ముఖ విలువ *
father_husband_name~|~Father / Husband Name~|~తండ్రి / భర్త పేరు
father_husband_name_field~|~Father / Husband Name *~|~తండ్రి / భర్త పేరు *
february~|~February~|~ఫిబ్రవరి
female~|~Female~|~స్త్రీ
festival~|~Festival~|~పండుగ
filter_by_status~|~Filter by status~|~స్థితి ద్వారా వడపోత
filters~|~Filters~|~ఫిల్టర్లు
final_profit~|~Final profit~|~తుది లాభం
final_review~|~Final Review~|~తుది సమీక్ష
financial_year~|~Financial Year~|~ఆర్థిక సంవత్సరం
find_a_business~|~Find a Business~|~వ్యాపారాన్ని కనుగొనండి
find_business_membership_note~|~Find a Business to request Customer membership. Once the Owner or Agent approves, it will appear here.~|~కస్టమర్ సభ్యత్వం కోసం అభ్యర్థించడానికి ఒక వ్యాపారాన్ని కనుగొనండి. యజమాని లేదా ఏజెంట్ ఆమోదించిన తర్వాత, అది ఇక్కడ కనిపిస్తుంది.
find_investor_membership_note~|~Find a Business to request Investor membership. Once the Owner approves, it will appear here.~|~ఇన్వెస్టర్ సభ్యత్వం కోసం అభ్యర్థించడానికి ఒక వ్యాపారాన్ని కనుగొనండి. యజమాని ఆమోదించిన తర్వాత, అది ఇక్కడ కనిపిస్తుంది.
find_link_customer_note~|~Find a customer who already has a MANA LINE ID and link them to this business. Search by Phone, Aadhaar, MANA LINE ID, or Full Name.~|~ఇప్పటికే మానా లైన్ ఐడి ఉన్న కస్టమర్‌ను కనుగొని ఈ వ్యాపారానికి లింక్ చేయండి. ఫోన్, ఆధార్, మానా లైన్ ఐడి, లేదా పూర్తి పేరు ద్వారా శోధించండి.
find_person~|~Find Person~|~వ్యక్తిని కనుగొనండి
finish~|~Finish~|~ముగించండి
finish_migration~|~Finish Migration~|~మైగ్రేషన్ ముగించండి
finish_migration_note~|~Pre-existing record entry will be closed and the business marked Active. You can reopen migration later if something was missed, but every reopen is recorded.~|~ముందుగా ఉన్న రికార్డుల నమోదు మూసివేయబడుతుంది మరియు వ్యాపారం యాక్టివ్‌గా గుర్తించబడుతుంది. ఏదైనా మిస్ అయితే తర్వాత మైగ్రేషన్ తిరిగి తెరవవచ్చు, కానీ ప్రతి తిరిగి తెరవడం నమోదు చేయబడుతుంది.
finish_migration_question~|~Finish Migration?~|~మైగ్రేషన్ ముగించాలా?
first_business_setup~|~First Business Setup~|~మొదటి వ్యాపార ఏర్పాటు
first_investment_optional_note~|~Leave blank to add them now and record the investment from their profile later.~|~ఇప్పుడే జోడించి, పెట్టుబడిని తర్వాత వారి ప్రొఫైల్ నుండి నమోదు చేయడానికి ఖాళీగా వదిలేయండి.
fits_plan_note~|~That fits the {plan} plan.~|~అది {plan} ప్లాన్‌కు సరిపోతుంది.
fixed_salary~|~Fixed Salary~|~స్థిర జీతం
fixed_salary_amount_field~|~Fixed Salary Amount *~|~స్థిర జీతం మొత్తం *
flat_amount~|~Flat Amount~|~నిర్ణీత మొత్తం
forgot_password~|~Forgot Password?~|~పాస్‌వర్డ్ మర్చిపోయారా?
forgot_password_note~|~Enter your registered mobile number and we'll send you a one-time code.~|~మీ నమోదిత మొబైల్ నంబర్ నమోదు చేయండి, మేము మీకు ఒక్కసారి వాడే కోడ్ పంపుతాము.
forgot_password_question~|~Forgot Password?~|~పాస్‌వర్డ్ మర్చిపోయారా?
forgot_password_title~|~Forgot Password~|~పాస్‌వర్డ్ మర్చిపోయారు
forgot_pin~|~Forgot PIN?~|~పిన్ మర్చిపోయారా?
forgot_pin_title~|~Forgot PIN~|~పిన్ మర్చిపోయారు
frequency~|~Frequency~|~తరచుదనం
frequency_field~|~Frequency~|~తరచుదనం
from_agent_note~|~From {name}~|~{name} నుండి
from_the_pin_code_directory~|~From the PIN code directory~|~పిన్ కోడ్ డైరెక్టరీ నుండి
from_to_date_range_note~|~From: {from}  To: {to}~|~నుండి: {from}  వరకు: {to}
frozen_terms_note~|~Frozen terms at time of investment — never live-recalculated.~|~పెట్టుబడి సమయంలో స్థిరపడిన నిబంధనలు — ఎప్పుడూ లైవ్‌గా తిరిగి లెక్కించబడవు.
full_name~|~Full Name~|~పూర్తి పేరు
full_name_field~|~Full Name *~|~పూర్తి పేరు *
future_effective_information~|~Future Effective Information~|~భవిష్యత్ ప్రభావ సమాచారం
gender~|~Gender~|~లింగం
get_template~|~Get Template~|~టెంప్లేట్ పొందండి
go_back~|~Go Back~|~వెనుకకు వెళ్లండి
go_to_operating_areas~|~Go to Operating Areas~|~పని ప్రాంతాలకు వెళ్లండి
grace~|~Grace~|~గ్రేస్
grace_expired~|~Grace Ended~|~గ్రేస్ ముగిసింది
grace_period~|~Grace Period~|~గ్రేస్ పీరియడ్
grace_period_days_field~|~Grace Period (Days) *~|~గ్రేస్ పీరియడ్ (రోజులు) *
grace_period_days_header~|~Grace Period (Days)~|~గ్రేస్ పీరియడ్ (రోజులు)
grace_period_days_label~|~Grace Period (Days)~|~గ్రేస్ పీరియడ్ (రోజులు)
grace_period_end_date~|~Grace Period End Date~|~గ్రేస్ పీరియడ్ ముగింపు తేదీ
grace_period_internal_note~|~Internal only — never shown to the customer (BR-206). Owner-configurable, overridable per loan (BR-007/381).~|~అంతర్గతం మాత్రమే — కస్టమర్‌కు ఎప్పుడూ చూపబడదు. యజమాని కాన్ఫిగర్ చేయవచ్చు, ప్రతి రుణానికి భర్తీ చేయవచ్చు.
grace_period_label~|~Grace Period~|~గ్రేస్ పీరియడ్
grace_period_note~|~Internal only — never shown to the customer (BR-206). Owner-configurable, overridable per loan (BR-007/381).~|~అంతర్గతం మాత్రమే — కస్టమర్‌కు ఎప్పుడూ చూపబడదు. యజమాని కాన్ఫిగర్ చేయగలరు, ప్రతి రుణానికి మార్చవచ్చు.
grace_resolves_to_note~|~Saved as {days} days~|~{days} రోజులుగా సేవ్ చేయబడుతుంది
grace_status~|~Grace Status~|~గ్రేస్ స్థితి
grace_stops_future_penalties_note~|~Grace stops future penalties. A penalty already applied stays on the balance -- use Waive / Reduce Penalty to remove one.~|~గ్రేస్ భవిష్యత్ జరిమానాలను ఆపుతుంది. ఇప్పటికే వర్తింపజేసిన జరిమానా నిల్వలోనే ఉంటుంది -- దాన్ని తీసివేయడానికి జరిమానా మాఫీ / తగ్గింపు వాడండి.
group_balance~|~Group Balance~|~గ్రూప్ నిల్వ
group_customers_loans~|~Customers & Loans~|~కస్టమర్లు & రుణాలు
group_daily_work~|~Daily Work~|~రోజువారీ పని
group_deleting~|~Deleting~|~తొలగించడం
group_detail~|~Group Detail~|~గ్రూప్ వివరాలు
group_emi~|~Group EMI~|~గ్రూప్ EMI
group_loan_management~|~Group Loan Management~|~సమూహ రుణ నిర్వహణ
group_loans~|~Group Loans~|~సమూహ రుణాలు
group_money_records~|~Money & Records~|~డబ్బు & రికార్డులు
group_name_field~|~Group Name~|~గ్రూప్ పేరు
group_pre_existing_records~|~Pre-Existing Records~|~ముందుగా ఉన్న రికార్డులు
group_visibility~|~Visibility~|~కనిపించే విధానం
guarantor~|~Guarantor~|~పూచీకత్తుదారు
guarantor_loan_scoped_note~|~Guarantor is loan-scoped, not customer-scoped.~|~పూచీకత్తుదారు రుణానికి సంబంధించినది, కస్టమర్‌కు కాదు.
guarantor_name_field~|~Guarantor Name *~|~పూచీకత్తుదారు పేరు *
guarantor_scope_note~|~Guarantor is loan-scoped, not customer-scoped — different loans for the same customer may have different guarantors.~|~పూచీకత్తుదారు రుణానికి పరిమితం, కస్టమర్‌కు కాదు — అదే కస్టమర్ యొక్క వేర్వేరు రుణాలకు వేర్వేరు పూచీకత్తుదారులు ఉండవచ్చు.
hand_business_to_someone~|~Hand This Business to Someone~|~ఈ వ్యాపారాన్ని ఎవరికైనా అప్పగించండి
hand_over_balance~|~Hand Over Balance~|~అప్పగించే నిల్వ
handed_over_amount_note~|~Handing over {amount}. Approving moves it to you and closes their account.~|~{amount} అప్పగిస్తున్నారు. ఆమోదిస్తే అది మీకు వస్తుంది, వారి ఖాతా మూసివేయబడుతుంది.
held_by_agents~|~Held By Agents~|~ఏజెంట్ల వద్ద ఉన్నది
highest_first~|~Highest First~|~ఎక్కువ మొదట
history~|~History~|~చరిత్ర
home~|~Home~|~హోమ్
house_locked~|~House Locked~|~ఇల్లు లాక్ చేయబడింది
how_it_was_paid~|~How It Was Paid~|~ఎలా చెల్లించారు
identity_documents~|~Identity Documents~|~గుర్తింపు పత్రాలు
identity_found~|~Identity Found~|~గుర్తింపు కనుగొనబడింది
ignore~|~Ignore~|~పట్టించుకోవద్దు
ignore_all~|~Ignore All (Import)~|~అన్నీ పట్టించుకోవద్దు (దిగుమతి)
ignore_import~|~Ignore (Import)~|~పట్టించుకోవద్దు (దిగుమతి)
ignore_notice_note~|~Puts it away. Nothing is deleted.~|~దీన్ని పక్కన పెడుతుంది. ఏదీ తొలగించబడదు.
im_new_register~|~I'm new — Register~|~నేను కొత్త — నమోదు చేయండి
im_registered_login~|~I'm registered — Login~|~నేను నమోదు చేసుకున్నాను — లాగిన్
import_details~|~Import Details~|~వివరాలు దిగుమతి చేయండి
import_emi_history~|~Import EMI History~|~EMI చరిత్ర దిగుమతి చేయండి
import_identities~|~Import Identities~|~గుర్తింపులు దిగుమతి చేయండి
import_label~|~Import~|~దిగుమతి
